PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
JuJLPk3e-NJHi;25.0;61800.0;Própria;1.0;ySqyj4cC-xHvm;Empreendimento;A;4000.0;7.75;0.0;0.06;1bluUecz-Wtgp;0.0;4
nL89TT9g-Hc2R;22.0;175000.0;Hipotecada;6.0;ugPzflty-aolk;Médico;B;18000.0;;0.0;0.1;FZi9cbX0-qI5U;0.0;3
fEUMBh7y-wH30;26.0;48000.0;Alugada;1.0;9e3W5n8x-DuMT;Educativo;A;10000.0;8.94;0.0;0.21;Otf9O4zp-45Tt;0.0;4
p7UBvwQG-p0dH;24.0;45000.0;Hipotecada;8.0;T84k2yK2-dxAA;Empreendimento;A;6000.0;7.51;0.0;0.13;Yg3nDhvt-a9u4;0.0;4
FROg6cgS-qneI;29.0;96000.0;Alugada;3.0;yOitvFUd-5fjZ;Melhora do lar;B;6400.0;11.49;0.0;0.07;LLrQ2Ttg-IajS;0.0;8
5fAyyFCR-smul;28.0;120000.0;Hipotecada;11.0;w5GhfoX0-5yJL;Médico;B;14400.0;10.74;0.0;0.12;WitSUlBF-ZuBk;0.0;7
fqHqHwmG-Rk1A;26.0;51700.0;Própria;2.0;4w02m25I-t6fp;Melhora do lar;A;13200.0;7.51;0.0;0.26;x34rqbaL-KfxD;0.0;4
6sLyPLaT-MgMW;23.0;49000.0;Hipotecada;7.0;RsZ5f9Sl-XCtA;Médico;A;2400.0;7.66;0.0;0.05;wHuSfYTX-7zNj;0.0;3
Ppjf77Is-830j;33.0;113800.0;Alugada;8.0;x3iRaf6v-rqSH;Médico;B;5000.0;11.83;0.0;0.04;6hRb3wRC-6lix;0.0;9
1LdhzFRe-fIqh;23.0;36000.0;Alugada;1.0;7ZqZ1B6c-R4uY;Médico;C;5000.0;13.22;0.0;0.14;Z8DNw5Dc-D4SR;0.0;4
Unj0bTPs-sm6P;21.0;35000.0;Própria;5.0;PcSKANUJ-zmI0;Empreendimento;B;10000.0;;0.0;0.29;f9y6tbcC-QF7J;0.0;4
4kJCo55R-4npI;22.0;48000.0;Alugada;0.0;rzNIGCQN-XhSm;Pagamento de débitos;C;4800.0;12.98;0.0;0.1;TAHXbppy-5RnC;1.0;2
3Zj5Z367-CtBG;25.0;70000.0;Alugada;4.0;JPynLghw-KtPv;Pessoal;C;8000.0;15.96;0.0;0.11;3QyXHxU6-zweQ;1.0;3
wyXyyIKm-0ESn;24.0;102000.0;Alugada;8.0;GSWyJ7W2-R03a;Melhora do lar;C;15000.0;14.22;0.0;0.15;F0W7LekP-TmJM;0.0;4
iRZSZkfk-EKQe;38.0;130000.0;Hipotecada;1.0;QI816tm0-YhQS;Melhora do lar;B;30000.0;9.91;0.0;0.23;OG6I5CuA-e5pZ;0.0;14
IDGox6g2-3ZAi;26.0;111000.0;Alugada;1.0;YKXzp6xR-Q10O;Melhora do lar;B;7200.0;12.18;0.0;0.06;13FZ0X7u-eqDy;0.0;3
W4eb8BWC-hA7j;23.0;120000.0;Alugada;0.0;lUlhvK71-YAZn;Educativo;A;35000.0;7.9;0.0;0.29;2sgAAvQH-Pk5m;0.0;4
sg8wbwxD-sdbF;27.0;60000.0;Alugada;11.0;4T2DUgCK-vKIr;Pagamento de débitos;B;1800.0;11.46;0.0;0.03;vYZHc1Zk-QqTy;0.0;8
ILX0o9Fe-RrSn;28.0;98400.0;Hipotecada;12.0;pAx94umr-nbGX;Pessoal;A;1500.0;5.42;0.0;0.02;FEmSisH3-I7I8;0.0;5
nuzcrO92-ntbk;26.0;40000.0;Alugada;0.0;4FPbhwKR-AwXs;Médico;A;4500.0;7.74;0.0;0.11;soQO2Ccn-et6a;0.0;2
yieHgGW8-XJyX;31.0;82000.0;Hipotecada;4.0;IJoKfTbb-Q1zz;Educativo;A;10000.0;7.29;0.0;0.12;Z6uTZKMX-D37N;0.0;5
gS0vx1ho-GxfJ;28.0;55000.0;Hipotecada;7.0;HAunvLDo-MolW;Pagamento de débitos;A;22000.0;;0.0;0.4;taUvek3B-rZtJ;0.0;10
5foPsoaY-RS45;33.0;26400.0;Alugada;3.0;GQT96fxo-C1aR;Médico;B;1000.0;10.99;0.0;0.04;5QlSbnQq-zXhY;0.0;7
Keio8BlP-EoBu;23.0;70000.0;Alugada;1.0;awqYYeoj-1mju;Empreendimento;C;3000.0;14.27;0.0;0.04;aMCWwEvq-nLvU;1.0;2
ZEx1vosD-LGtt;32.0;62900.0;Hipotecada;5.0;ltfqWu7C-wrEK;Médico;D;2750.0;;1.0;0.04;BFIG44Jt-v5w3;1.0;7
cOK0CvwO-fMFR;23.0;80400.0;Alugada;4.0;h2wdtHU2-5EPL;Educativo;A;9000.0;7.51;0.0;0.11;agkLvo9e-MDWy;0.0;4
mWhatMHS-3bB0;24.0;51000.0;Hipotecada;5.0;SCC6y166-Ga38;Melhora do lar;A;3600.0;7.14;0.0;0.07;elvmnbl9-Dmxp;0.0;2
Xl7GqyW2-73Rk;24.0;85000.0;Hipotecada;2.0;wPYk7J3u-728m;Melhora do lar;B;7500.0;;0.0;0.09;yAsSKyps-IWwg;0.0;2
95cWRng3-KgHY;30.0;64600.0;Hipotecada;8.0;trpmAGe3-bXih;Médico;D;8000.0;15.99;1.0;0.11;eZgOpCtg-OO6P;1.0;6
ggrmbJ9Y-5Acu;30.0;50000.0;Hipotecada;12.0;uxYU56x9-PHRJ;Pagamento de débitos;C;8000.0;13.06;0.0;0.16;IPz4fsNQ-Msai;1.0;5
rXvxYdKu-JKg1;39.0;156000.0;Hipotecada;2.0;CgYczHbg-gGjc;Pagamento de débitos;B;15000.0;11.89;0.0;0.1;uYqJsRq9-I5H1;0.0;11
4y1mw5uX-hLSY;26.0;120000.0;Alugada;3.0;P3rY3WD1-i5N9;Melhora do lar;A;5000.0;7.68;0.0;0.04;rUX0cm7d-i4L3;0.0;2
RW8eNIdt-gKrY;24.0;53636.0;Alugada;8.0;439tsBzT-yK5h;Educativo;B;4000.0;10.62;0.0;0.07;G6sSU21e-16tp;0.0;2
SSSFipNq-mS2w;33.0;45000.0;Alugada;0.0;xAoY6s5X-Xb9j;Empreendimento;B;7000.0;10.38;0.0;0.16;aggQdPTY-oWJl;0.0;8
eTA0rps8-ASfl;25.0;138000.0;Hipotecada;9.0;yMaqvJ8i-KHSs;Pessoal;A;8000.0;6.99;0.0;0.06;IIFyUTb2-F1SQ;0.0;4
QpBmaF9n-RfQG;36.0;48000.0;Alugada;2.0;msnUakfc-U8We;Médico;C;20000.0;13.61;1.0;0.42;t9bnUvsb-1PY8;0.0;14
RzhtHzKU-u8Me;21.0;18000.0;Alugada;1.0;7mxJsUIb-UBwC;Melhora do lar;F;5600.0;18.09;1.0;0.31;ym7ApppJ-j52F;0.0;4
zswnDKIT-IaG9;34.0;35000.0;Própria;18.0;vZtlLX3q-Wly7;Empreendimento;B;3000.0;10.62;0.0;0.09;iZMDPl6R-SpoL;0.0;8
ok9GK5Bw-ejSs;31.0;30000.0;Hipotecada;15.0;0JzYtbLc-XTHl;Pagamento de débitos;D;11225.0;13.62;1.0;0.37;Ee0LJnUZ-dt9R;1.0;6
FPTT6yWE-eKil;31.0;56000.0;Hipotecada;3.0;A7gxCaBC-vg4A;Médico;A;12000.0;6.54;0.0;0.21;SSIxFJaa-GuSj;0.0;5
EHZJQiea-BXu8;34.0;92500.0;Alugada;4.0;Jb3wnL76-vwT8;Pagamento de débitos;A;13050.0;7.66;0.0;0.14;EZdPFlhE-emTC;0.0;5
lHSFKl57-BUad;21.0;17500.0;Alugada;0.0;ZOCjPFBQ-8qO5;Pagamento de débitos;C;4000.0;13.22;1.0;0.23;1BDh2DhI-zmCd;1.0;4
NDI9Te7R-Ce7G;24.0;42996.0;Alugada;2.0;vlG4bCP3-xO6z;Médico;A;14000.0;7.51;1.0;0.33;j7L0o9sp-SEmP;0.0;2
ZocPPuFI-p1av;;;Alugada;6.0;fKTsj0Ne-StPX;Empreendimento;B;13000.0;10.38;0.0;0.1;dJhrYfjo-d2GU;0.0;8
R1XSHeFF-ZtOy;23.0;25920.0;Alugada;4.0;WelrLng2-vE3q;Pessoal;D;10000.0;15.58;1.0;0.39;eb2MgipU-BLA2;0.0;4
PDJYwcLg-saP0;30.0;119000.0;Hipotecada;14.0;QyEHQpkR-KnNF;Pessoal;C;25000.0;12.73;0.0;0.21;T06ciuFX-J1aU;1.0;8
MuPLSydh-fHBy;33.0;24720.0;Alugada;5.0;1khu2kUp-e0Wu;Pagamento de débitos;A;5000.0;7.49;0.0;0.2;PUEhWYCw-kTdw;0.0;5
0mT2clqf-PaWR;22.0;36000.0;Alugada;2.0;8oA8lDnj-tlEy;Empreendimento;B;10000.0;11.14;0.0;0.28;lxG5ho5u-DEet;0.0;3
r94J1eeW-TzjK;30.0;51372.0;Alugada;;9gEvHTcs-RaaR;Médico;A;4500.0;6.39;0.0;0.09;Stb1954f-o3Er;0.0;10
LX1aKsbE-BwZQ;28.0;29000.0;Hipotecada;6.0;n6njHBGy-nmHv;Pagamento de débitos;C;5600.0;;1.0;0.19;W0nqhev0-DooJ;0.0;5
W729tYdv-8Oli;31.0;42000.0;Hipotecada;3.0;UdExZF2T-noim;Médico;A;9000.0;6.99;0.0;0.21;XAFmHpYS-Isgx;0.0;8
LIySbs3E-JtEQ;21.0;37200.0;Alugada;2.0;K7NRocr1-Mmp8;Médico;A;5100.0;7.49;0.0;0.14;ohMkxCgJ-GLcy;0.0;4
Hep71R6m-axSe;24.0;138000.0;Alugada;2.0;JTCswFHL-o0Jf;Empreendimento;D;20000.0;15.99;1.0;0.14;3xP268su-L00n;1.0;3
E7TTiZzU-cjFT;25.0;47052.0;Alugada;5.0;MLc0tMZi-hPy2;Educativo;B;21250.0;10.99;1.0;0.45;2fp6mkJc-YSOh;0.0;2
G1jqyjhS-I8qq;23.0;80000.0;Alugada;1.0;deOAKz0a-9jbh;Empreendimento;A;7000.0;7.14;0.0;0.09;u3nhGwv7-9XKg;0.0;2
NPGvG7dm-E6TK;25.0;34000.0;Hipotecada;8.0;vQqcepx2-Oiab;Melhora do lar;B;3000.0;10.51;1.0;0.09;aBrK3H96-IoXr;0.0;3
dZTFsfd3-vOpI;35.0;33144.0;Alugada;3.0;UABS3ku3-HTxs;Empreendimento;D;8400.0;14.91;0.0;0.25;maH61lqU-62Fr;0.0;8
X7Mf7CvQ-Svni;24.0;63410.0;Hipotecada;3.0;uEksKOY6-JSH4;Médico;E;20000.0;17.51;1.0;0.27;SoMbZxtR-rBu7;0.0;4
QoqdLSIE-yQqR;25.0;54000.0;Hipotecada;7.0;gdrAk95S-dKXS;Pagamento de débitos;D;8400.0;14.59;1.0;0.16;tzDpfAH5-sly6;0.0;2
xv1FogzK-YdkB;26.0;80000.0;Hipotecada;6.0;aOpvGwnu-DHT2;Médico;A;2000.0;6.91;0.0;0.03;0ImGba4o-f5yg;0.0;3
rOqxWhR2-31q7;25.0;90000.0;Hipotecada;9.0;hMnjpTro-Y8ta;Pessoal;A;10000.0;5.42;0.0;0.11;eqBLEAGe-dzvm;0.0;2
LMlhOrPl-mt8h;25.0;57000.0;Alugada;5.0;nJ93cg5e-wYAq;Médico;D;9600.0;14.46;1.0;0.17;81Rqz7uD-YMPG;0.0;3
Hv0MYnJM-daDr;25.0;84000.0;Hipotecada;0.0;oMLUNxmo-SbPe;Educativo;F;2125.0;15.01;1.0;0.03;cwvqzdAt-jay8;1.0;4
CNGYSTsr-R1z8;22.0;15360.0;Própria;7.0;BINB4wmU-JKdr;Melhora do lar;B;2500.0;12.53;1.0;0.16;o3ESgEgy-2BNR;0.0;3
4HepjPAl-7oiY;21.0;30720.0;Alugada;5.0;o8l4T11u-W55n;Educativo;C;18000.0;13.48;1.0;0.59;dqo0gITJ-FeuT;1.0;4
63FPNrtJ-6Zes;24.0;40000.0;;4.0;rzhvENlE-MfnE;Pessoal;C;;7.9;0.0;0.2;9cWfsudX-Qevg;0.0;4
wSME1qeW-ueNM;27.0;48500.0;Alugada;1.0;us5bH0gI-yCya;Empreendimento;B;17500.0;12.42;1.0;0.36;5YeS9MYY-5KWp;0.0;9
7kD1EnjP-f9c9;35.0;50000.0;Alugada;4.0;uIxmdQ9P-iRUR;Pagamento de débitos;B;7000.0;11.49;0.0;0.14;YpgsAA9w-BuMI;0.0;9
GUFWeKQJ-jhFr;29.0;30000.0;Hipotecada;3.0;qSa1ea9p-wEe9;Empreendimento;A;6000.0;5.79;0.0;0.2;cH2rQ4S5-Biom;0.0;8
Hqd9HHgA-cYYs;22.0;18000.0;Alugada;6.0;U1kZJj0F-cd8v;Médico;B;4000.0;11.49;1.0;0.22;kmQtKIgg-NxNX;0.0;4
GWpvk4JL-jLyi;26.0;36000.0;Alugada;1.0;1r2wAjDX-HSvp;Empreendimento;A;7000.0;8.94;0.0;0.19;tD9cn5Mh-pIEO;0.0;3
mh1z9eYk-2HNE;34.0;48000.0;Hipotecada;3.0;pGfD51ip-hjiM;Pessoal;A;7500.0;6.62;0.0;0.16;KRaurjsM-HmGJ;0.0;7
zvsSAXb1-7lj0;23.0;48672.0;Alugada;6.0;UitpDHMp-yRKn;Educativo;A;12000.0;7.42;0.0;0.25;4of0tmaz-2dOS;0.0;3
hO7u4aXt-OgXe;36.0;50000.0;Alugada;2.0;GD09Rkx7-d3Bi;Pagamento de débitos;A;5500.0;8.32;0.0;0.11;dYQhiAHi-kMkA;0.0;16
KPhjsjlf-P1WG;22.0;105000.0;Hipotecada;;cJN4ylyJ-3O47;;A;13000.0;14.11;0.0;0.2;asBowqbq-QAud;0.0;3
Rt23eaR0-xKud;33.0;30000.0;Própria;8.0;8UmXkijl-avEp;Médico;A;5000.0;7.51;0.0;0.17;zZsjIex5-ZQe5;0.0;9
leuRyteY-PtGf;40.0;45600.0;Hipotecada;20.0;H6Txoeas-yF0j;Melhora do lar;A;7000.0;6.62;0.0;0.15;XYNkR1k7-KxEU;0.0;17
Mi05eRcJ-gjCh;23.0;65000.0;Hipotecada;5.0;AC0KkjBq-JnW7;Educativo;B;4000.0;11.49;0.0;0.06;UTTnSfUW-3GIj;0.0;4
sU4Injch-iKSc;31.0;95000.0;Alugada;2.0;loa5CioA-yghx;Médico;C;;11.36;;0.26;ySclJEtU-CYj1;0.0;4
c6I7hPTr-KtJy;30.0;65600.0;Própria;5.0;LD7gxSgP-50eQ;Empreendimento;C;4000.0;12.68;0.0;0.06;hzCYZCdP-wKcJ;1.0;7
9MIorvz5-l4Tc;22.0;54000.0;Hipotecada;5.0;SuQwHZ8X-jj74;Educativo;C;12000.0;12.23;0.0;0.22;xC2BYyYp-59hU;1.0;3
z56xYgtR-nguo;23.0;73000.0;Alugada;2.0;Op1I0f5J-Qv57;Empreendimento;B;3000.0;12.18;0.0;0.04;wvkc639Y-fzzx;0.0;3
rKAOzZ0Y-07h3;24.0;65000.0;Própria;8.0;ipEM8dYK-dRvo;Pessoal;A;9000.0;7.29;0.0;0.14;CU1Rv2Lu-abYS;0.0;3
Tja6pwOZ-6oZ8;25.0;22800.0;Alugada;0.0;Zrqu2S0L-eIcj;Médico;C;6000.0;13.35;1.0;0.26;tawlIgJ9-fgc3;0.0;4
SgL52zyH-nGHA;24.0;65000.0;Hipotecada;9.0;jlSOvapD-qeOx;Melhora do lar;A;5500.0;5.79;0.0;0.08;R1Fi0hk9-2kiR;0.0;3
B6PWMXDp-BxCj;38.0;;Hipotecada;3.0;MFlKZu2G-ax1c;Pagamento de débitos;;7000.0;5.79;0.0;0.15;peQvE8re-Kiwh;0.0;3
XhdjTw4t-jmRK;28.0;90000.0;Hipotecada;0.0;IPn1uarB-KXJN;Médico;A;15000.0;7.88;0.0;0.17;AfPXOsLy-yCEU;0.0;6
Tz576WeA-TYHx;29.0;55000.0;Alugada;3.0;YFgbQ9nx-30Ow;Pagamento de débitos;B;1200.0;9.99;0.0;0.02;KlxpOWUJ-SZox;0.0;9
m9pC3a4R-c8Nm;29.0;45000.0;Hipotecada;4.0;TTxP0hM7-0jh2;Pessoal;D;15000.0;18.49;0.0;0.33;bh9iWfZa-CBNn;0.0;6
sLUK42uj-oIcR;24.0;142800.0;Hipotecada;8.0;tQadeFDU-Zvrq;Médico;D;25000.0;14.84;1.0;0.15;WjSsXwL0-Bpnu;1.0;2
HgbbYKuu-zdq6;23.0;49000.0;Hipotecada;7.0;AM6N17lF-Eiqr;Educativo;C;4000.0;13.99;0.0;0.08;G7QMHfNt-hKEx;0.0;3
bUGYhyjX-EluW;24.0;80000.0;Hipotecada;0.0;B4O7I4pb-Qjrc;Médico;C;25000.0;;0.0;0.31;1N3uAU7P-Iaas;1.0;2
b7i3eQ0L-GsoT;24.0;22320.0;Própria;4.0;oN6EUCz8-aYrO;Médico;E;1000.0;16.32;1.0;0.04;gPA47eZp-5exL;0.0;2
zqXfCYoE-pReS;29.0;75000.0;Alugada;2.0;gigbQ4Kp-3pvk;Médico;A;6000.0;8.49;0.0;0.08;j6Q2kjML-llBo;0.0;6
y8bO2Cwc-NeT3;21.0;26400.0;Alugada;6.0;GqhghpxX-bzE8;Pagamento de débitos;A;3500.0;8.49;1.0;0.13;2OvxPDKh-Tl5G;0.0;3
8DzU9vP2-CaKx;28.0;150000.0;Hipotecada;4.0;jpdafeoH-z2iZ;Educativo;B;20000.0;;0.0;0.13;SyFnfb88-MPjB;0.0;8
4wsKnUBE-vied;25.0;75000.0;Hipotecada;1.0;I7Bocdec-8nwT;Empreendimento;A;6000.0;9.63;0.0;0.08;IytvjNhi-2mSB;0.0;4
UdIG3H7m-Rmg3;30.0;36000.0;Hipotecada;2.0;bpbkJsfO-xbSZ;Pagamento de débitos;B;13500.0;9.91;0.0;0.38;dECEoLJW-rSGn;0.0;5
UO9i3fE1-a8s5;29.0;32000.0;Alugada;;Sw0LjxMh-0my5;Pagamento de débitos;C;;15.05;1.0;0.2;CxPP65fP-qia6;0.0;3
sCCMs7jU-sr1g;25.0;36000.0;Hipotecada;3.0;AhgUBTG4-niGv;Médico;A;5300.0;7.49;0.0;0.15;fQM2Kv5k-fg8C;0.0;3
3860uUlk-50jc;23.0;54000.0;Hipotecada;7.0;YK9vf3Kv-MNOE;Pagamento de débitos;A;1400.0;5.42;0.0;0.03;nv5Coovo-0lxI;0.0;4
qB6eio2x-gXEw;23.0;54000.0;Hipotecada;1.0;XnUBqPpl-pyE2;Educativo;C;13650.0;;0.0;0.25;spl10uhy-Mgup;1.0;2
26vxEAko-CouY;28.0;120000.0;Hipotecada;0.0;dMPX36kq-8d55;Pessoal;B;20000.0;;0.0;0.17;5crSnxbt-sk09;0.0;5
XtCTcdU1-OrWP;23.0;65004.0;Hipotecada;7.0;9bOjhyaw-vxXw;Pessoal;A;15000.0;7.88;0.0;0.23;B98OUS5E-ls5N;0.0;3
ZZO6gSMT-LPea;25.0;41508.0;Hipotecada;9.0;7QovuTyg-Gp1Y;Educativo;C;1600.0;13.11;0.0;0.04;8gox9aHE-Hyj8;1.0;3
KNPZMqNP-DuKj;21.0;37200.0;Alugada;1.0;zWghOKXF-UWYT;Pagamento de débitos;B;7000.0;10.99;0.0;0.19;wbR8GHms-v6S8;0.0;3
u19w76OU-7Xoz;28.0;64000.0;Hipotecada;3.0;OJNMPtuD-PN1A;Empreendimento;C;5000.0;13.23;0.0;0.08;rukMSn9Y-n8My;1.0;7
rTSaQBqa-FEkX;25.0;63000.0;Hipotecada;9.0;KHkLZwf9-zZKg;Pagamento de débitos;B;7775.0;;0.0;0.12;BAy1utNZ-P6Nk;0.0;3
YmB2Rnsc-oQ5h;31.0;48000.0;Alugada;11.0;gG4lcPsb-RM3D;Médico;B;2000.0;10.65;0.0;0.04;xya09eZJ-67vU;0.0;6
2IjzDrpF-gkiZ;23.0;112800.0;Hipotecada;3.0;1tkc4rNG-H6Ap;Educativo;B;35000.0;;0.0;0.31;Xsq5dFSF-i9nc;0.0;2
gYxgjHsM-vLRi;38.0;64777.0;Alugada;5.0;FXhKSjBi-n7NF;Pagamento de débitos;A;8500.0;7.51;0.0;0.13;P5kqtNl4-Q4AU;0.0;13
OSafKaUh-boWZ;27.0;80000.0;Hipotecada;3.0;HR8MybGf-AS3F;Melhora do lar;B;14500.0;10.75;0.0;0.18;wPfjd9Hi-aOek;0.0;6
oZKhaY2y-OtDX;42.0;110000.0;Alugada;5.0;disMEtf4-2gYG;Médico;A;6000.0;8.9;0.0;0.05;iPMqh4Ss-4w6I;0.0;14
M39jGkHK-oJLT;21.0;45000.0;Alugada;3.0;Rkcl4t3z-j5qH;Educativo;B;10300.0;10.59;0.0;0.23;tpss6G5Y-nenm;0.0;2
dPKHo6nf-NkP6;40.0;86500.0;Hipotecada;2.0;f58IJB0r-cQ7z;Melhora do lar;B;10000.0;10.25;0.0;0.12;o5AyYaFJ-E0p8;0.0;16
G3wRDIqQ-cibg;26.0;42000.0;Alugada;3.0;1JIuig2M-Ri7g;Pessoal;C;5000.0;13.99;1.0;0.12;FS6b8lHR-jPDn;0.0;3
KL4U5zOW-k4Dv;24.0;52000.0;Hipotecada;8.0;69YCN1kL-Gmri;Pessoal;A;5000.0;8.32;0.0;0.1;5uZWXlSj-1OCY;0.0;2
kmhK3Cs5-ACoi;32.0;82000.0;Hipotecada;13.0;O0cO7FzY-XL63;Pessoal;B;10000.0;10.36;0.0;0.12;TG1ip2xm-KnyN;0.0;6
fXWWlxh6-S4kx;25.0;85000.0;Própria;1.0;3nSnUcjN-6Qt9;Melhora do lar;C;5000.0;13.79;0.0;0.06;hoCiJgbj-6rPo;1.0;2
1ywiIOSO-Omff;21.0;24996.0;Própria;5.0;wnUcPUMG-YGwk;Médico;C;6500.0;11.34;0.0;0.26;gfEKKNw4-0Jmn;1.0;4
bPJTLw9Y-Lu5Z;30.0;40000.0;Alugada;3.0;8zyZN9TR-KldI;Empreendimento;B;7500.0;12.69;0.0;0.19;xtmOMh41-I7lj;0.0;5
xyY3IH4v-tNPK;23.0;44000.0;Alugada;2.0;9weDeavu-ywWu;Pessoal;C;6000.0;14.22;0.0;0.14;2qlxmxJb-dRhr;1.0;3
LfDZ7iGN-xtkK;21.0;26000.0;Alugada;4.0;NzGiG1wH-pjE9;Educativo;C;7750.0;13.16;0.0;0.3;Nz7EG7Ol-G7bJ;1.0;3
I6mXBwbG-4bGN;21.0;14400.0;Alugada;1.0;KzyrtF9L-IUbG;Empreendimento;D;6000.0;12.68;0.0;0.17;CMy8HjYy-oy32;;4
nynMujkK-RJ9e;;68000.0;Alugada;;dcGe3qWY-pye5;Pessoal;C;12000.0;14.09;1.0;0.05;Lf3GBA1x-1iKM;1.0;10
qoSIA8Hx-7Gg0;24.0;50000.0;Alugada;1.0;1YpA7MsM-iCDD;Melhora do lar;A;4000.0;5.42;0.0;0.08;u1HMF6vM-wEHY;0.0;2
UFuSST8Z-JIaE;23.0;65000.0;Hipotecada;7.0;kzfU827P-G04s;Educativo;A;9000.0;7.88;0.0;0.14;4oTKl0H0-wZEb;0.0;3
MzfAz4PT-4spj;25.0;58000.0;Hipotecada;2.0;tKohBZsd-hPvJ;Pessoal;D;2750.0;12.86;0.0;0.05;vLyFyX0b-YBGA;1.0;4
WThjtWgS-6A9j;23.0;96060.0;Hipotecada;7.0;SjLrMDBm-18q9;Médico;A;10000.0;5.42;0.0;0.1;OF0ud824-f091;0.0;2
qpTuBS0n-wukJ;21.0;46002.0;Hipotecada;4.0;cOeSytA4-26pf;Empreendimento;D;4000.0;;0.0;0.09;BqLpQNB0-F4us;1.0;3
mpBJhHKt-YYj3;34.0;30857.0;Alugada;6.0;LZY2DGL2-JtLD;Empreendimento;C;3000.0;13.06;1.0;0.1;Ys5qoWR2-32vB;0.0;9
g6gfeARE-fHMk;35.0;130000.0;Alugada;17.0;ESCmEfeC-0h7W;Educativo;B;12000.0;10.75;0.0;0.09;285yN7JD-Ik1Y;0.0;6
D0NtyyoE-Ka6K;22.0;28500.0;Alugada;2.0;Nba4RKRn-iUBK;Melhora do lar;D;6250.0;14.84;1.0;0.22;MNC49kfq-HTaB;0.0;4
MXgQW8he-C8Id;26.0;74500.0;Alugada;8.0;1gS07vL8-u5yd;Empreendimento;B;5000.0;11.36;0.0;0.07;JQO2ne9q-STXt;0.0;2
xufBwuja-0FBM;23.0;103000.0;Alugada;4.0;fP4Ypnp6-XgZZ;Pagamento de débitos;C;16800.0;13.11;0.0;0.16;1w6Y434R-Nl7I;0.0;4
dotSRWdt-qcZ7;22.0;66996.0;Própria;3.0;mHEr0m20-tvOz;Empreendimento;C;7000.0;14.72;0.0;0.1;1475mwGX-OiZ5;1.0;3
TBZ7K6SC-AXpR;24.0;54996.0;Alugada;0.0;aizzXTp0-6TFT;Médico;C;12500.0;12.87;0.0;0.23;nCGRYkEr-E6KG;0.0;2
sHqOWBY1-kzm5;45.0;24600.0;Alugada;8.0;9dyDW8Dy-BvwK;Educativo;B;9000.0;10.65;1.0;0.37;wISqPDxb-RL9J;0.0;14
5w0hU9Ao-RUTy;25.0;72000.0;Hipotecada;6.0;8Jq1cAhI-IS87;Pessoal;B;5000.0;12.18;0.0;0.07;0ZT7kKfr-5CRJ;0.0;3
qiRnYaxa-LB8N;31.0;35000.0;Hipotecada;13.0;T7m6rNSu-5zCC;Médico;A;2000.0;;0.0;0.06;EJXufJga-tYLS;0.0;6
qYhnAMGm-lmFl;31.0;45996.0;Alugada;10.0;ANLkLu1O-Jk2b;Empreendimento;C;8800.0;12.84;0.0;0.19;sNeO6gZn-45x2;1.0;10
cSmQCCOK-ioOR;25.0;98000.0;Hipotecada;9.0;QTLF74Ht-j9Ju;Educativo;A;2000.0;5.42;0.0;0.02;48lt539T-2a8C;0.0;4
rX8De5ri-4DWM;34.0;36129.0;Alugada;3.0;z8SDxtM7-cZeE;Pagamento de débitos;C;1800.0;14.22;0.0;0.05;cYCHLW3h-nN9F;1.0;9
DuxvQEC5-8Tut;24.0;50000.0;Alugada;1.0;7kZglB5y-tzLW;Melhora do lar;A;12000.0;7.51;0.0;0.24;3oD8BvBi-ORh9;0.0;4
jWsc286C-gKAL;27.0;34928.0;Alugada;1.0;7v6lyIQK-dn58;Melhora do lar;E;11500.0;16.0;1.0;0.33;ZO5Uoa1l-U2ye;0.0;5
DwaHWSDl-eCJr;25.0;31920.0;Hipotecada;8.0;eqgP9IQX-vDB0;Médico;C;4500.0;;0.0;0.14;5Ky2Jk3B-EhOH;1.0;2
flcTieGx-0xXc;21.0;36000.0;Hipotecada;2.0;ZHKfxCQ9-l5Ny;Médico;C;5000.0;14.27;1.0;0.14;tcX77EEg-LOlL;1.0;2
k4U45n8s-N2as;25.0;110000.0;Hipotecada;9.0;tdrqQbro-Xx7Q;Educativo;C;8000.0;;0.0;0.07;1lWBxamC-LNnS;0.0;3
XFgI9l7Z-XeJ5;28.0;55000.0;Hipotecada;5.0;JaCJp1Gq-PUvQ;Pessoal;A;4800.0;5.79;0.0;0.09;OiueIOrM-7vBD;0.0;6
IE7xRxnw-2FhC;25.0;23000.0;Alugada;;gIRr6PwL-28Sy;Melhora do lar;D;8000.0;14.46;1.0;0.35;3LZ2uRzY-Ufu7;1.0;2
HFH4mzRx-csi2;29.0;7200.0;Alugada;;arpy7ljR-qi9H;Empreendimento;B;2200.0;9.91;1.0;0.31;oN36StiW-htnw;0.0;9
BKF3FKNr-DM1M;26.0;61000.0;Hipotecada;10.0;S00Kv89l-9WmT;Pessoal;A;4200.0;7.29;0.0;0.07;FNxsxc4n-xNRn;0.0;4
